device,loop,zone,description,subtype,type,name,locationId
23,16,104,IRD-ICG-L06-AMG-203 MALE TOLIET,x02,OPT,L16 - D23 - Z104 - IRD-ICG-L06-AMG-203 MALE TOLIET - OPT,IRD-ICG-L06-AMG-203
24,16,102,IRD-ICG-L06-AMG-218 MALE TOLIET,x02,OPT,L16 - D24 - Z102 - IRD-ICG-L06-AMG-218 MALE TOLIET - OPT,IRD-ICG-L06-AMG-218
25,16,102,IRD-ICG-L06-AMG-200 AMENITIES,x02,OPT,L16 - D25 - Z102 - IRD-ICG-L06-AMG-200 AMENITIES - OPT,IRD-ICG-L06-AMG-200
26,16,102,IRD-ICG-L06-AMG-220 FEMALE TOLIET,x02,OPT,L16 - D26 - Z102 - IRD-ICG-L06-AMG-220 FEMALE TOLIET - OPT,IRD-ICG-L06-AMG-220
27,16,102,IRD-ICG-L06-AMG-200 AMENITIES,x02,OPT,L16 - D27 - Z102 - IRD-ICG-L06-AMG-200 AMENITIES - OPT,IRD-ICG-L06-AMG-200
28,16,103,IRD-ICG-L06-CSV-213 CORRIDOR,x02,OPT,L16 - D28 - Z103 - IRD-ICG-L06-CSV-213 CORRIDOR - OPT,IRD-ICG-L06-CSV-213
29,16,101,IRD-ICG-L06-CSV-214 CORRIDOR,x02,OPT,L16 - D29 - Z101 - IRD-ICG-L06-CSV-214 CORRIDOR - OPT,IRD-ICG-L06-CSV-214
30,16,102,IRD-ICG-L06-FCF-212 SOVEREIGN BAR,x02,OPT,L16 - D30 - Z102 - IRD-ICG-L06-FCF-212 SOVEREIGN BAR - OPT,IRD-ICG-L06-FCF-212
31,16,102,IRD-ICG-L06-FCF-212 SOVEREIGN BAR,x02,OPT,L16 - D31 - Z102 - IRD-ICG-L06-FCF-212 SOVEREIGN BAR - OPT,IRD-ICG-L06-FCF-212
32,16,102,IRD-ICG-L06-FCF-212 SOVEREIGN BAR,x02,OPT,L16 - D32 - Z102 - IRD-ICG-L06-FCF-212 SOVEREIGN BAR - OPT,IRD-ICG-L06-FCF-212
33,16,102,IRD-ICG-L06-FCF-212 SOVEREIGN BAR,x02,OPT,L16 - D33 - Z102 - IRD-ICG-L06-FCF-212 SOVEREIGN BAR - OPT,IRD-ICG-L06-FCF-212
34,16,102,IRD-ICG-L06-FCF-212 SOVEREIGN BAR,x02,OPT,L16 - D34 - Z102 - IRD-ICG-L06-FCF-212 SOVEREIGN BAR - OPT,IRD-ICG-L06-FCF-212
35,16,102,IRD-ICG-L06-FCF-212 SOVEREIGN BAR,x02,OPT,L16 - D35 - Z102 - IRD-ICG-L06-FCF-212 SOVEREIGN BAR - OPT,IRD-ICG-L06-FCF-212
36,16,102,IRD-ICG-L06-FCF-212 SOVEREIGN BAR,x02,OPT,L16 - D36 - Z102 - IRD-ICG-L06-FCF-212 SOVEREIGN BAR - OPT,IRD-ICG-L06-FCF-212
37,16,102,IRD-ICG-L06-FCF-212 SOVEREIGN BAR,x02,OPT,L16 - D37 - Z102 - IRD-ICG-L06-FCF-212 SOVEREIGN BAR - OPT,IRD-ICG-L06-FCF-212
38,16,102,IRD-ICG-L06-FCF-212 SOVEREIGN BAR,x02,OPT,L16 - D38 - Z102 - IRD-ICG-L06-FCF-212 SOVEREIGN BAR - OPT,IRD-ICG-L06-FCF-212
39,16,102,IRD-ICG-L06-FCF-212 SOVEREIGN BAR,x02,OPT,L16 - D39 - Z102 - IRD-ICG-L06-FCF-212 SOVEREIGN BAR - OPT,IRD-ICG-L06-FCF-212
40,16,102,IRD-ICG-L06-FCF-212 SOVEREIGN BAR,x02,OPT,L16 - D40 - Z102 - IRD-ICG-L06-FCF-212 SOVEREIGN BAR - OPT,IRD-ICG-L06-FCF-212
41,16,102,IRD-ICG-L06-FCF-211 SOVEREIGN MGF,x02,OPT,L16 - D41 - Z102 - IRD-ICG-L06-FCF-211 SOVEREIGN MGF - OPT,IRD-ICG-L06-FCF-211
42,16,102,IRD-ICG-L06-FCF-211 SOVEREIGN MGF,x02,OPT,L16 - D42 - Z102 - IRD-ICG-L06-FCF-211 SOVEREIGN MGF - OPT,IRD-ICG-L06-FCF-211
43,16,100,IRD-ICG-L06-CFS-01 FIRE CORRIDOR,x02,OPT,L16 - D43 - Z100 - IRD-ICG-L06-CFS-01 FIRE CORRIDOR - OPT,IRD-ICG-L06-CFS-01
44,16,102,IRD-ICG-L06-FCF-211 SOVEREIGN MGF,x02,OPT,L16 - D44 - Z102 - IRD-ICG-L06-FCF-211 SOVEREIGN MGF - OPT,IRD-ICG-L06-FCF-211
45,16,102,IRD-ICG-L06-FCF-211 SOVEREIGN MGF,x02,OPT,L16 - D45 - Z102 - IRD-ICG-L06-FCF-211 SOVEREIGN MGF - OPT,IRD-ICG-L06-FCF-211
46,16,99,IRD-ICG-L06-FCF-211 SOVEREIGN MGF,x02,OPT,L16 - D46 - Z99 - IRD-ICG-L06-FCF-211 SOVEREIGN MGF - OPT,IRD-ICG-L06-FCF-211
47,16,99,IRD-ICG-L06-FCF-211 SOVEREIGN MGF,x02,OPT,L16 - D47 - Z99 - IRD-ICG-L06-FCF-211 SOVEREIGN MGF - OPT,IRD-ICG-L06-FCF-211
48,16,99,IRD-ICG-L06-FSG-149 SOVEREIGN CON,x02,OPT,L16 - D48 - Z99 - IRD-ICG-L06-FSG-149 SOVEREIGN CON - OPT,IRD-ICG-L06-FSG-149
49,16,99,IRD-ICG-L06-FSG-149 SOVEREIGN CON,x02,OPT,L16 - D49 - Z99 - IRD-ICG-L06-FSG-149 SOVEREIGN CON - OPT,IRD-ICG-L06-FSG-149
50,16,99,IRD-ICG-L06-CGL-203 CORRIDOR,x02,OPT,L16 - D50 - Z99 - IRD-ICG-L06-CGL-203 CORRIDOR - OPT,IRD-ICG-L06-CGL-203
51,16,99,IRD-ICG-L06-AMG-124 FEMALE TOLIET,x02,OPT,L16 - D51 - Z99 - IRD-ICG-L06-AMG-124 FEMALE TOLIET - OPT,IRD-ICG-L06-AMG-124
52,16,99,IRD-ICG-L06-AMG-205 MALE TOLIET,x02,OPT,L16 - D52 - Z99 - IRD-ICG-L06-AMG-205 MALE TOLIET - OPT,IRD-ICG-L06-AMG-205
53,16,99,IRD-ICG-L06-AMG-207 PWD CORRIDOR,x02,OPT,L16 - D53 - Z99 - IRD-ICG-L06-AMG-207 PWD CORRIDOR - OPT,IRD-ICG-L06-AMG-207
54,16,99,IRD-ICG-L06-FCF-211 SOVEREIGN MGF,x02,OPT,L16 - D54 - Z99 - IRD-ICG-L06-FCF-211 SOVEREIGN MGF - OPT,IRD-ICG-L06-FCF-211
55,16,99,IRD-ICG-L06-FCF-211 SOVEREIGN MGF,x02,OPT,L16 - D55 - Z99 - IRD-ICG-L06-FCF-211 SOVEREIGN MGF - OPT,IRD-ICG-L06-FCF-211
56,16,99,IRD-ICG-L06-FCF-211 SOVEREIGN MGF,x02,OPT,L16 - D56 - Z99 - IRD-ICG-L06-FCF-211 SOVEREIGN MGF - OPT,IRD-ICG-L06-FCF-211
57,16,99,IRD-ICG-L06-FCF-211 SOVEREIGN MGF,x02,OPT,L16 - D57 - Z99 - IRD-ICG-L06-FCF-211 SOVEREIGN MGF - OPT,IRD-ICG-L06-FCF-211
58,16,99,IRD-ICG-L06-FCF-211 SOVEREIGN MGF,x02,OPT,L16 - D58 - Z99 - IRD-ICG-L06-FCF-211 SOVEREIGN MGF - OPT,IRD-ICG-L06-FCF-211
59,16,99,IRD-ICG-L06-FCF-211 SOVEREIGN MGF,x02,OPT,L16 - D59 - Z99 - IRD-ICG-L06-FCF-211 SOVEREIGN MGF - OPT,IRD-ICG-L06-FCF-211
60,16,99,IRD-ICG-L06-FCF-211 SOVEREIGN MGF,x02,OPT,L16 - D60 - Z99 - IRD-ICG-L06-FCF-211 SOVEREIGN MGF - OPT,IRD-ICG-L06-FCF-211
61,16,99,IRD-ICG-L06-FCF-211 SOVEREIGN MGF,x02,OPT,L16 - D61 - Z99 - IRD-ICG-L06-FCF-211 SOVEREIGN MGF - OPT,IRD-ICG-L06-FCF-211
62,16,99,IRD-ICG-L06-FCF-211 SOVEREIGN MGF,x02,OPT,L16 - D62 - Z99 - IRD-ICG-L06-FCF-211 SOVEREIGN MGF - OPT,IRD-ICG-L06-FCF-211
63,16,99,IRD-ICG-L06-FCF-211 SOVEREIGN MGF,x02,OPT,L16 - D63 - Z99 - IRD-ICG-L06-FCF-211 SOVEREIGN MGF - OPT,IRD-ICG-L06-FCF-211
64,16,99,IRD-ICG-L06-FCF-211 SOVEREIGN MGF,x02,OPT,L16 - D64 - Z99 - IRD-ICG-L06-FCF-211 SOVEREIGN MGF - OPT,IRD-ICG-L06-FCF-211
70,16,903,TOWER 2  TOP OF LIFT G15-16,x02,OPT,L16 - D70 - Z903 - TOWER 2  TOP OF LIFT G15-16 - OPT,
1,17,2011,FPS-BMV-ICG-L05M-02-3,a03,HYD,L17 - D1 - Z2011 - FPS-BMV-ICG-L05M-02-3 - HYD,
2,17,103,IRD-IT3-L06-SFS-02 FIRE CUPBOARD,x02,OPT,L17 - D2 - Z103 - IRD-IT3-L06-SFS-02 FIRE CUPBOARD - OPT,IRD-IT3-L06-SFS-02
3,17,103,IRD-ICG-L06-CSV-124 CORRIDOR,x02,OPT,L17 - D3 - Z103 - IRD-ICG-L06-CSV-124 CORRIDOR - OPT,IRD-ICG-L06-CSV-124
4,17,107,IRD-ICG-L06-LGL-205 OASIS CORRI,x02,OPT,L17 - D4 - Z107 - IRD-ICG-L06-LGL-205 OASIS CORRI - OPT,IRD-ICG-L06-LGL-205
5,17,107,IRD-ICG-L06-LGL-205 OASIS CORRI,x02,OPT,L17 - D5 - Z107 - IRD-ICG-L06-LGL-205 OASIS CORRI - OPT,IRD-ICG-L06-LGL-205
6,17,107,IRD-ICG-L06-LGL-205 OASIS CORRI,x02,OPT,L17 - D6 - Z107 - IRD-ICG-L06-LGL-205 OASIS CORRI - OPT,IRD-ICG-L06-LGL-205
7,17,107,IRD-ICG-L06-AMG-129 AIR LOCK PWD,x02,OPT,L17 - D7 - Z107 - IRD-ICG-L06-AMG-129 AIR LOCK PWD - OPT,IRD-ICG-L06-AMG-129
8,17,107,IRD-ICG-L06-AMG-219 MALE TOLIET,x02,OPT,L17 - D8 - Z107 - IRD-ICG-L06-AMG-219 MALE TOLIET - OPT,IRD-ICG-L06-AMG-219
9,17,107,IRD-ICG-L06-AMG-201 FEMALE TOLIET,x02,OPT,L17 - D9 - Z107 - IRD-ICG-L06-AMG-201 FEMALE TOLIET - OPT,IRD-ICG-L06-AMG-201
10,17,107,IRD-ICG-L06-LGL-205 OASIS CORRI,x02,OPT,L17 - D10 - Z107 - IRD-ICG-L06-LGL-205 OASIS CORRI - OPT,IRD-ICG-L06-LGL-205
11,17,107,IRD-ICG-L06-LGL-205 OASIS CORRI,x02,OPT,L17 - D11 - Z107 - IRD-ICG-L06-LGL-205 OASIS CORRI - OPT,IRD-ICG-L06-LGL-205
12,17,103,IRD-ICG-L06-CSV-123 CORRIDOR,x02,OPT,L17 - D12 - Z103 - IRD-ICG-L06-CSV-123 CORRIDOR - OPT,IRD-ICG-L06-CSV-123
13,17,103,IRD-ICG-L06-CSV-123 CORRIDOR,x02,OPT,L17 - D13 - Z103 - IRD-ICG-L06-CSV-123 CORRIDOR - OPT,IRD-ICG-L06-CSV-123
14,17,105,IRD-ICG-L06-FSG-221 OASIS CASHIER,x02,OPT,L17 - D14 - Z105 - IRD-ICG-L06-FSG-221 OASIS CASHIER - OPT,IRD-ICG-L06-FSG-221
15,17,105,IRD-ICG-L06-CSV-121 CORRIDOR,x02,OPT,L17 - D15 - Z105 - IRD-ICG-L06-CSV-121 CORRIDOR - OPT,IRD-ICG-L06-CSV-121
16,17,105,IRD-ICG-L06-CSV-130 CORRIDOR,x02,OPT,L17 - D16 - Z105 - IRD-ICG-L06-CSV-130 CORRIDOR - OPT,IRD-ICG-L06-CSV-130
17,17,105,IRD-ICG-L06-FSG-221 OASIS CASHIER,x02,OPT,L17 - D17 - Z105 - IRD-ICG-L06-FSG-221 OASIS CASHIER - OPT,IRD-ICG-L06-FSG-221
18,17,105,IRD-ICG-L06-CSV-121 ELEC CUPBOARD,x02,OPT,L17 - D18 - Z105 - IRD-ICG-L06-CSV-121 ELEC CUPBOARD - OPT,IRD-ICG-L06-CSV-121
19,17,105,IRD-ICG-L06-CSV-121 CORRIDOR,x02,OPT,L17 - D19 - Z105 - IRD-ICG-L06-CSV-121 CORRIDOR - OPT,IRD-ICG-L06-CSV-121
20,17,107,IRD-ICG-L06-LGL-215 CORRIDOR,x02,OPT,L17 - D20 - Z107 - IRD-ICG-L06-LGL-215 CORRIDOR - OPT,IRD-ICG-L06-LGL-215
21,17,105,IRD-ICG-L06-SIC-04 COMMS CUPBOARD,x02,OPT,L17 - D21 - Z105 - IRD-ICG-L06-SIC-04 COMMS CUPBOARD - OPT,IRD-ICG-L06-SIC-04
22,17,103,IRD-IT3-L06-SEL-01 ELEC CUPBOARD,x02,OPT,L17 - D22 - Z103 - IRD-IT3-L06-SEL-01 ELEC CUPBOARD - OPT,IRD-IT3-L06-SEL-01
23,17,104,IRD-ICG-L06-FCF-210 OASIS DINNING,x02,OPT,L17 - D23 - Z104 - IRD-ICG-L06-FCF-210 OASIS DINNING - OPT,IRD-ICG-L06-FCF-210
24,17,104,IRD-ICG-L06-FCF-210 OASIS DINNING,x02,OPT,L17 - D24 - Z104 - IRD-ICG-L06-FCF-210 OASIS DINNING - OPT,IRD-ICG-L06-FCF-210
25,17,104,IRD-ICG-L06-FCG-204 OASIS BAR,x02,OPT,L17 - D25 - Z104 - IRD-ICG-L06-FCG-204 OASIS BAR - OPT,IRD-ICG-L06-FCG-204
26,17,104,IRD-ICG-L06-FCG-204 OASIS BAR,x02,OPT,L17 - D26 - Z104 - IRD-ICG-L06-FCG-204 OASIS BAR - OPT,IRD-ICG-L06-FCG-204
27,17,104,IRD-ICG-L06-FCG-204 OASIS BAR,x02,OPT,L17 - D27 - Z104 - IRD-ICG-L06-FCG-204 OASIS BAR - OPT,IRD-ICG-L06-FCG-204
28,17,104,IRD-ICG-L06-FCG-204 OASIS BAR,x02,OPT,L17 - D28 - Z104 - IRD-ICG-L06-FCG-204 OASIS BAR - OPT,IRD-ICG-L06-FCG-204
29,17,104,IRD-ICG-L06-FCG-217 OASIS GAMING,x02,OPT,L17 - D29 - Z104 - IRD-ICG-L06-FCG-217 OASIS GAMING - OPT,IRD-ICG-L06-FCG-217
30,17,104,IRD-ICG-L06-FCG-217 OASIS GAMING,x02,OPT,L17 - D30 - Z104 - IRD-ICG-L06-FCG-217 OASIS GAMING - OPT,IRD-ICG-L06-FCG-217
31,17,104,IRD-ICG-L06-FCG-217 OASIS GAMING,x02,OPT,L17 - D31 - Z104 - IRD-ICG-L06-FCG-217 OASIS GAMING - OPT,IRD-ICG-L06-FCG-217
32,17,104,IRD-ICG-L06-FCG-217 OASIS GAMING,x02,OPT,L17 - D32 - Z104 - IRD-ICG-L06-FCG-217 OASIS GAMING - OPT,IRD-ICG-L06-FCG-217
33,17,104,IRD-ICG-L06-FCG-217 OASIS GAMING,x02,OPT,L17 - D33 - Z104 - IRD-ICG-L06-FCG-217 OASIS GAMING - OPT,IRD-ICG-L06-FCG-217
34,17,104,IRD-ICG-L06-FCG-217 OASIS GAMING,x02,OPT,L17 - D34 - Z104 - IRD-ICG-L06-FCG-217 OASIS GAMING - OPT,IRD-ICG-L06-FCG-217
35,17,104,IRD-ICG-L06-FCG-217 OASIS GAMING,x02,OPT,L17 - D35 - Z104 - IRD-ICG-L06-FCG-217 OASIS GAMING - OPT,IRD-ICG-L06-FCG-217
36,17,106,IRD-ICG-L06-CSV-01 BOH CORRIDOR,x02,OPT,L17 - D36 - Z106 - IRD-ICG-L06-CSV-01 BOH CORRIDOR - OPT,IRD-ICG-L06-CSV-01
37,17,104,IRD-ICG-L06-FCG-217 OASIS GAMING,x02,OPT,L17 - D37 - Z104 - IRD-ICG-L06-FCG-217 OASIS GAMING - OPT,IRD-ICG-L06-FCG-217
38,17,106,IRD-ICG-L06-FCG-217 FIRE CUPBOARD,x02,OPT,L17 - D38 - Z106 - IRD-ICG-L06-FCG-217 FIRE CUPBOARD - OPT,IRD-ICG-L06-FCG-217
39,17,107,IRD-ICG-L06-FCG-217 OASIS GAMING,x02,OPT,L17 - D39 - Z107 - IRD-ICG-L06-FCG-217 OASIS GAMING - OPT,IRD-ICG-L06-FCG-217
40,17,107,IRD-ICG-L06-FCG-217 OASIS GAMING,x02,OPT,L17 - D40 - Z107 - IRD-ICG-L06-FCG-217 OASIS GAMING - OPT,IRD-ICG-L06-FCG-217
41,17,107,IRD-ICG-L06-FCG-217 OASIS GAMING,x02,OPT,L17 - D41 - Z107 - IRD-ICG-L06-FCG-217 OASIS GAMING - OPT,IRD-ICG-L06-FCG-217
42,17,107,IRD-ICG-L06-FCG-217 OASIS GAMING,x02,OPT,L17 - D42 - Z107 - IRD-ICG-L06-FCG-217 OASIS GAMING - OPT,IRD-ICG-L06-FCG-217
43,17,107,IRD-ICG-L06-FCG-217 OASIS GAMING,x02,OPT,L17 - D43 - Z107 - IRD-ICG-L06-FCG-217 OASIS GAMING - OPT,IRD-ICG-L06-FCG-217
44,17,107,IRD-ICG-L06-FCG-217 OASIS GAMING,x02,OPT,L17 - D44 - Z107 - IRD-ICG-L06-FCG-217 OASIS GAMING - OPT,IRD-ICG-L06-FCG-217
45,17,107,IRD-ICG-L06-FCG-217 OASIS GAMING,x02,OPT,L17 - D45 - Z107 - IRD-ICG-L06-FCG-217 OASIS GAMING - OPT,IRD-ICG-L06-FCG-217
46,17,107,IRD-ICG-L06-FCG-217 OASIS GAMING,x02,OPT,L17 - D46 - Z107 - IRD-ICG-L06-FCG-217 OASIS GAMING - OPT,IRD-ICG-L06-FCG-217
47,17,107,IRD-ICG-L06-FCG-217 OASIS GAMING,x02,OPT,L17 - D47 - Z107 - IRD-ICG-L06-FCG-217 OASIS GAMING - OPT,IRD-ICG-L06-FCG-217
48,17,107,IRD-ICG-L06-FCG-217 OASIS GAMING,x02,OPT,L17 - D48 - Z107 - IRD-ICG-L06-FCG-217 OASIS GAMING - OPT,IRD-ICG-L06-FCG-217
49,17,107,IRD-ICG-L06-FCG-217 OASIS GAMING,x02,OPT,L17 - D49 - Z107 - IRD-ICG-L06-FCG-217 OASIS GAMING - OPT,IRD-ICG-L06-FCG-217
50,17,107,IRD-ICG-L06-FCG-217 OASIS GAMING,x02,OPT,L17 - D50 - Z107 - IRD-ICG-L06-FCG-217 OASIS GAMING - OPT,IRD-ICG-L06-FCG-217
51,17,107,IRD-ICG-L06-LGL-205 OASIS CORRI,x02,OPT,L17 - D51 - Z107 - IRD-ICG-L06-LGL-205 OASIS CORRI - OPT,IRD-ICG-L06-LGL-205
52,17,103,IRD-ICG-L06-CSV-121 CORRIDOR,x02,OPT,L17 - D52 - Z103 - IRD-ICG-L06-CSV-121 CORRIDOR - OPT,IRD-ICG-L06-CSV-121
53,17,105,IRD-ICG-L06-CSV-124 CORRIDOR,x02,OPT,L17 - D53 - Z105 - IRD-ICG-L06-CSV-124 CORRIDOR - OPT,IRD-ICG-L06-CSV-124
54,17,103,IRD-IT3-L06-SEL-04 ELEC CUPBOARD,x02,OPT,L17 - D54 - Z103 - IRD-IT3-L06-SEL-04 ELEC CUPBOARD - OPT,IRD-IT3-L06-SEL-04
55,17,107,IRD-ICG-L06-LGL-205 OASIS CORRI,x11,SOUND,L17 - D55 - Z107 - IRD-ICG-L06-LGL-205 OASIS CORRI - SOUND,IRD-ICG-L06-LGL-205
1,18,109,IRD-IT4-L06-SFS-03 FIRE CUPBOARD,x02,OPT,L18 - D1 - Z109 - IRD-IT4-L06-SFS-03 FIRE CUPBOARD - OPT,IRD-IT4-L06-SFS-03
2,18,109,IRD-ICG-L06-CGS-06 BOH CORRIDOR,x02,OPT,L18 - D2 - Z109 - IRD-ICG-L06-CGS-06 BOH CORRIDOR - OPT,IRD-ICG-L06-CGS-06
3,18,109,IRD-ICG-L06-CGS-06 BOH CORRIDOR,x02,OPT,L18 - D3 - Z109 - IRD-ICG-L06-CGS-06 BOH CORRIDOR - OPT,IRD-ICG-L06-CGS-06
4,18,109,IRD-ICG-L06-CGS-06 BOH CORRIDOR,x02,OPT,L18 - D4 - Z109 - IRD-ICG-L06-CGS-06 BOH CORRIDOR - OPT,IRD-ICG-L06-CGS-06
5,18,109,IRD-ICG-L06-SIC-20 COMMS CUPBOARD,x02,OPT,L18 - D5 - Z109 - IRD-ICG-L06-SIC-20 COMMS CUPBOARD - OPT,IRD-ICG-L06-SIC-20
6,18,109,IRD-ICG-L06-BTM-01 SERVICE ROOM,x02,OPT,L18 - D6 - Z109 - IRD-ICG-L06-BTM-01 SERVICE ROOM - OPT,IRD-ICG-L06-BTM-01
7,18,109,IRD-ICG-L06-SIC-09 COMMS CUPBOARD,x02,OPT,L18 - D7 - Z109 - IRD-ICG-L06-SIC-09 COMMS CUPBOARD - OPT,IRD-ICG-L06-SIC-09
8,18,110,IRD-IT4-L06-SEL-02 ELEC CUPBOARD,x02,OPT,L18 - D8 - Z110 - IRD-IT4-L06-SEL-02 ELEC CUPBOARD - OPT,IRD-IT4-L06-SEL-02
9,18,110,IRD-IT4-L06-SEL-03 ELEC CUPBOARD,x02,OPT,L18 - D9 - Z110 - IRD-IT4-L06-SEL-03 ELEC CUPBOARD - OPT,IRD-IT4-L06-SEL-03
10,18,110,IRD-ICG-L06-BGK-05 BANQUET KITCH,x02,OPT,L18 - D10 - Z110 - IRD-ICG-L06-BGK-05 BANQUET KITCH - OPT,IRD-ICG-L06-BGK-05
11,18,109,IRD-ICG-L06-CGS-06 BOH CORRIDOR,x02,OPT,L18 - D11 - Z109 - IRD-ICG-L06-CGS-06 BOH CORRIDOR - OPT,IRD-ICG-L06-CGS-06
14,18,109,IRD-ICG-L06-AMV-02 GREEN RM 1,x02,OPT,L18 - D14 - Z109 - IRD-ICG-L06-AMV-02 GREEN RM 1 - OPT,IRD-ICG-L06-AMV-02
15,18,109,IRD-ICG-L06-CGS-06 BOH CORRIDOR,x02,OPT,L18 - D15 - Z109 - IRD-ICG-L06-CGS-06 BOH CORRIDOR - OPT,IRD-ICG-L06-CGS-06
16,18,109,IRD-ICG-L06-AMV-02 GREEN RM 2,x02,OPT,L18 - D16 - Z109 - IRD-ICG-L06-AMV-02 GREEN RM 2 - OPT,IRD-ICG-L06-AMV-02
17,18,109,IRD-ICG-L06-AMV-02 GREEN RM 3,x02,OPT,L18 - D17 - Z109 - IRD-ICG-L06-AMV-02 GREEN RM 3 - OPT,IRD-ICG-L06-AMV-02
19,18,109,IRD-ICG-L06-CGS-06 BOH CORRIDOR,x02,OPT,L18 - D19 - Z109 - IRD-ICG-L06-CGS-06 BOH CORRIDOR - OPT,IRD-ICG-L06-CGS-06
21,18,109,IRD-ICG-L06-PIC-01 AV ROOM,x02,OPT,L18 - D21 - Z109 - IRD-ICG-L06-PIC-01 AV ROOM - OPT,IRD-ICG-L06-PIC-01
22,18,109,IRD-ICG-L06-CGS-06 BOH CORRIDOR,x02,OPT,L18 - D22 - Z109 - IRD-ICG-L06-CGS-06 BOH CORRIDOR - OPT,IRD-ICG-L06-CGS-06
23,18,109,IRD-ICG-L06-CGS-06 BOH CORRIDOR,x02,OPT,L18 - D23 - Z109 - IRD-ICG-L06-CGS-06 BOH CORRIDOR - OPT,IRD-ICG-L06-CGS-06
24,18,109,IRD-ICG-L06-CGS-06 BOH CORRIDOR,x02,OPT,L18 - D24 - Z109 - IRD-ICG-L06-CGS-06 BOH CORRIDOR - OPT,IRD-ICG-L06-CGS-06
25,18,110,IRD-ICG-L06-BGK-05 BANQUET KITCH,x02,OPT,L18 - D25 - Z110 - IRD-ICG-L06-BGK-05 BANQUET KITCH - OPT,IRD-ICG-L06-BGK-05
26,18,110,IRD-ICG-L06-CGS-06 BOH CORRIDOR,x02,OPT,L18 - D26 - Z110 - IRD-ICG-L06-CGS-06 BOH CORRIDOR - OPT,IRD-ICG-L06-CGS-06
27,18,110,IRD-ICG-L06-CGS-06 BOH CORRIDOR,x02,OPT,L18 - D27 - Z110 - IRD-ICG-L06-CGS-06 BOH CORRIDOR - OPT,IRD-ICG-L06-CGS-06
28,18,110,IRD-IT4-L06-SEL-05 ELEC CUPBOARD,x02,OPT,L18 - D28 - Z110 - IRD-IT4-L06-SEL-05 ELEC CUPBOARD - OPT,IRD-IT4-L06-SEL-05
29,18,110,IRD-ICG-L06-CGS-06 BOH CORRIDOR,x02,OPT,L18 - D29 - Z110 - IRD-ICG-L06-CGS-06 BOH CORRIDOR - OPT,IRD-ICG-L06-CGS-06
30,18,111,IRD-ICG-L06-EFS-10 STAIR 0-SF10,x02,OPT,L18 - D30 - Z111 - IRD-ICG-L06-EFS-10 STAIR 0-SF10 - OPT,IRD-ICG-L06-EFS-10
31,18,111,IRD-ICG-L06-CGS-01 AIRLOCK,x02,OPT,L18 - D31 - Z111 - IRD-ICG-L06-CGS-01 AIRLOCK - OPT,IRD-ICG-L06-CGS-01
32,18,111,IRD-ICG-L06-FSE-02 BALLROOM CORRI,x02,OPT,L18 - D32 - Z111 - IRD-ICG-L06-FSE-02 BALLROOM CORRI - OPT,IRD-ICG-L06-FSE-02
33,18,111,IRD-ICG-L06-CGS-02 AIRLOCK,x02,OPT,L18 - D33 - Z111 - IRD-ICG-L06-CGS-02 AIRLOCK - OPT,IRD-ICG-L06-CGS-02
34,18,111,IRD-ICG-L06-CGS-03 AIRLOCK,x02,OPT,L18 - D34 - Z111 - IRD-ICG-L06-CGS-03 AIRLOCK - OPT,IRD-ICG-L06-CGS-03
35,18,111,IRD-ICG-L06-CGS-04 AIRLOCK,x02,OPT,L18 - D35 - Z111 - IRD-ICG-L06-CGS-04 AIRLOCK - OPT,IRD-ICG-L06-CGS-04
36,18,109,IRD-ICG-L06-SEL-20 ELEC CUPBOARD,x02,OPT,L18 - D36 - Z109 - IRD-ICG-L06-SEL-20 ELEC CUPBOARD - OPT,IRD-ICG-L06-SEL-20
37,18,111,IRD-ICG-L06-CGS-05 AIRLOCK,x02,OPT,L18 - D37 - Z111 - IRD-ICG-L06-CGS-05 AIRLOCK - OPT,IRD-ICG-L06-CGS-05
38,18,111,IRD-ICG-L06-FSE-02 BALLROOM,x02,OPT,L18 - D38 - Z111 - IRD-ICG-L06-FSE-02 BALLROOM - OPT,IRD-ICG-L06-FSE-02
39,18,111,IRD-ICG-L06-FSE-02 BALLROOM CORRI,x02,OPT,L18 - D39 - Z111 - IRD-ICG-L06-FSE-02 BALLROOM CORRI - OPT,IRD-ICG-L06-FSE-02
40,18,111,IRD-ICG-L06-FSE-02 BALLROOM,x02,OPT,L18 - D40 - Z111 - IRD-ICG-L06-FSE-02 BALLROOM - OPT,IRD-ICG-L06-FSE-02
41,18,111,IRD-ICG-L06-FSE-02 BALLROOM,x02,OPT,L18 - D41 - Z111 - IRD-ICG-L06-FSE-02 BALLROOM - OPT,IRD-ICG-L06-FSE-02
42,18,111,IRD-ICG-L06-FSE-02 BALLROOM,x02,OPT,L18 - D42 - Z111 - IRD-ICG-L06-FSE-02 BALLROOM - OPT,IRD-ICG-L06-FSE-02
43,18,111,IRD-ICG-L06-FSE-02 BALLROOM,x02,OPT,L18 - D43 - Z111 - IRD-ICG-L06-FSE-02 BALLROOM - OPT,IRD-ICG-L06-FSE-02
44,18,111,IRD-ICG-L06-FSE-02 BALLROOM,x02,OPT,L18 - D44 - Z111 - IRD-ICG-L06-FSE-02 BALLROOM - OPT,IRD-ICG-L06-FSE-02
