device,loop,zone,description,subtype,type,name,locationId
54,35,331,IRD-IT4-L59-CGL-01 CORRIDOR,x02,OPT,L35 - D54 - Z331 - IRD-IT4-L59-CGL-01 CORRIDOR - OPT,IRD-IT4-L59-CGL-01
55,35,331,IRD-IT4-L59-SEL-03 ELEC CUPBOARD,x02,OPT,L35 - D55 - Z331 - IRD-IT4-L59-SEL-03 ELEC CUPBOARD - OPT,IRD-IT4-L59-SEL-03
56,35,331,IRD-IT4-L59-CGL-01 CORRIDOR,x02,OPT,L35 - D56 - Z331 - IRD-IT4-L59-CGL-01 CORRIDOR - OPT,IRD-IT4-L59-CGL-01
57,35,331,IRD-IT4-L59-CGL-01 CORRIDOR,x02,OPT,L35 - D57 - Z331 - IRD-IT4-L59-CGL-01 CORRIDOR - OPT,IRD-IT4-L59-CGL-01
58,35,331,IRD-IT4-L59-CGL-01 CORRIDOR,x02,OPT,L35 - D58 - Z331 - IRD-IT4-L59-CGL-01 CORRIDOR - OPT,IRD-IT4-L59-CGL-01
59,35,331,IRD-IT4-L59-SGS-01 FUTURE,x02,OPT,L35 - D59 - Z331 - IRD-IT4-L59-SGS-01 FUTURE - OPT,IRD-IT4-L59-SGS-01
60,35,331,IRD-IT4-L59-CGL-01 CORRIDOR,x02,OPT,L35 - D60 - Z331 - IRD-IT4-L59-CGL-01 CORRIDOR - OPT,IRD-IT4-L59-CGL-01
61,35,331,IRD-IT4-L59-SGA-02 GAS CUPBOARD,x02,OPT,L35 - D61 - Z331 - IRD-IT4-L59-SGA-02 GAS CUPBOARD - OPT,IRD-IT4-L59-SGA-02
62,35,331,IRD-IT4-L59-SIC-01 COMMS CUPBOARD,x02,OPT,L35 - D62 - Z331 - IRD-IT4-L59-SIC-01 COMMS CUPBOARD - OPT,IRD-IT4-L59-SIC-01
63,35,331,IRD-IT4-L59-SME-03 MECH CUPBOARD,x02,OPT,L35 - D63 - Z331 - IRD-IT4-L59-SME-03 MECH CUPBOARD - OPT,IRD-IT4-L59-SME-03
64,35,331,IRD-IT4-L59-CGL-01 CORRIDOR,x02,OPT,L35 - D64 - Z331 - IRD-IT4-L59-CGL-01 CORRIDOR - OPT,IRD-IT4-L59-CGL-01
65,35,332,IRD-IT4-L60-SFS-02 FIRE CUPBOARD,x02,OPT,L35 - D65 - Z332 - IRD-IT4-L60-SFS-02 FIRE CUPBOARD - OPT,IRD-IT4-L60-SFS-02
66,35,332,IRD-IT4-L60-CGL-01 CORRIDOR,x02,OPT,L35 - D66 - Z332 - IRD-IT4-L60-CGL-01 CORRIDOR - OPT,IRD-IT4-L60-CGL-01
67,35,332,IRD-IT4-L60-CGL-01 CORRIDOR,x02,OPT,L35 - D67 - Z332 - IRD-IT4-L60-CGL-01 CORRIDOR - OPT,IRD-IT4-L60-CGL-01
68,35,332,IRD-IT4-L60-SEL-01 ELEC CUPBOARD,x02,OPT,L35 - D68 - Z332 - IRD-IT4-L60-SEL-01 ELEC CUPBOARD - OPT,IRD-IT4-L60-SEL-01
69,35,332,IRD-IT4-L60-BTW-02 REFUSE ROOM,x02,OPT,L35 - D69 - Z332 - IRD-IT4-L60-BTW-02 REFUSE ROOM - OPT,IRD-IT4-L60-BTW-02
70,35,332,IRD-IT4-L60-CGL-01 CORRIDOR,x02,OPT,L35 - D70 - Z332 - IRD-IT4-L60-CGL-01 CORRIDOR - OPT,IRD-IT4-L60-CGL-01
71,35,332,IRD-IT4-L60-SEL-03 ELEC CUPBOARD,x02,OPT,L35 - D71 - Z332 - IRD-IT4-L60-SEL-03 ELEC CUPBOARD - OPT,IRD-IT4-L60-SEL-03
72,35,332,IRD-IT4-L60-CGL-01 CORRIDOR,x02,OPT,L35 - D72 - Z332 - IRD-IT4-L60-CGL-01 CORRIDOR - OPT,IRD-IT4-L60-CGL-01
73,35,332,IRD-IT4-L60-CGL-01 CORRIDOR,x02,OPT,L35 - D73 - Z332 - IRD-IT4-L60-CGL-01 CORRIDOR - OPT,IRD-IT4-L60-CGL-01
74,35,332,IRD-IT4-L60-CGL-01 CORRIDOR,x02,OPT,L35 - D74 - Z332 - IRD-IT4-L60-CGL-01 CORRIDOR - OPT,IRD-IT4-L60-CGL-01
75,35,332,IRD-IT4-L60-SGS-01 FUTURE,x02,OPT,L35 - D75 - Z332 - IRD-IT4-L60-SGS-01 FUTURE - OPT,IRD-IT4-L60-SGS-01
76,35,332,IRD-IT4-L60-CGL-01 CORRIDOR,x02,OPT,L35 - D76 - Z332 - IRD-IT4-L60-CGL-01 CORRIDOR - OPT,IRD-IT4-L60-CGL-01
77,35,332,IRD-IT4-L60-SGA-02 GAS CUPBOARD,x02,OPT,L35 - D77 - Z332 - IRD-IT4-L60-SGA-02 GAS CUPBOARD - OPT,IRD-IT4-L60-SGA-02
78,35,332,IRD-IT4-L60-SIC-01 COMMS CUPBOARD,x02,OPT,L35 - D78 - Z332 - IRD-IT4-L60-SIC-01 COMMS CUPBOARD - OPT,IRD-IT4-L60-SIC-01
79,35,332,IRD-IT4-L60-SME-03 MECH CUPBOARD,x02,OPT,L35 - D79 - Z332 - IRD-IT4-L60-SME-03 MECH CUPBOARD - OPT,IRD-IT4-L60-SME-03
80,35,332,IRD-IT4-L60-CGL-01 CORRIDOR,x02,OPT,L35 - D80 - Z332 - IRD-IT4-L60-CGL-01 CORRIDOR - OPT,IRD-IT4-L60-CGL-01
1,36,333,IRD-IT4-L61-SFS-02 FIRE CUPBOARD,x02,OPT,L36 - D1 - Z333 - IRD-IT4-L61-SFS-02 FIRE CUPBOARD - OPT,IRD-IT4-L61-SFS-02
2,36,333,IRD-IT4-L61-CGL-01 CORRIDOR,x02,OPT,L36 - D2 - Z333 - IRD-IT4-L61-CGL-01 CORRIDOR - OPT,IRD-IT4-L61-CGL-01
3,36,333,IRD-IT4-L61-CGL-01 CORRIDOR,x02,OPT,L36 - D3 - Z333 - IRD-IT4-L61-CGL-01 CORRIDOR - OPT,IRD-IT4-L61-CGL-01
4,36,333,IRD-IT4-L61-SEL-01 ELEC CUPBOARD,x02,OPT,L36 - D4 - Z333 - IRD-IT4-L61-SEL-01 ELEC CUPBOARD - OPT,IRD-IT4-L61-SEL-01
5,36,333,IRD-IT4-L61-BTW-02 REFUSE ROOM,x02,OPT,L36 - D5 - Z333 - IRD-IT4-L61-BTW-02 REFUSE ROOM - OPT,IRD-IT4-L61-BTW-02
6,36,333,IRD-IT4-L61-CGL-01 CORRIDOR,x02,OPT,L36 - D6 - Z333 - IRD-IT4-L61-CGL-01 CORRIDOR - OPT,IRD-IT4-L61-CGL-01
7,36,333,IRD-IT4-L61-SEL-03 ELEC CUPBOARD,x02,OPT,L36 - D7 - Z333 - IRD-IT4-L61-SEL-03 ELEC CUPBOARD - OPT,IRD-IT4-L61-SEL-03
8,36,333,IRD-IT4-L61-CGL-01 CORRIDOR,x02,OPT,L36 - D8 - Z333 - IRD-IT4-L61-CGL-01 CORRIDOR - OPT,IRD-IT4-L61-CGL-01
9,36,333,IRD-IT4-L61-CGL-01 CORRIDOR,x02,OPT,L36 - D9 - Z333 - IRD-IT4-L61-CGL-01 CORRIDOR - OPT,IRD-IT4-L61-CGL-01
10,36,333,IRD-IT4-L61-CGL-01 CORRIDOR,x02,OPT,L36 - D10 - Z333 - IRD-IT4-L61-CGL-01 CORRIDOR - OPT,IRD-IT4-L61-CGL-01
11,36,333,IRD-IT4-L61-SGS-01 FUTURE,x02,OPT,L36 - D11 - Z333 - IRD-IT4-L61-SGS-01 FUTURE - OPT,IRD-IT4-L61-SGS-01
12,36,333,IRD-IT4-L61-CGL-01 CORRIDOR,x02,OPT,L36 - D12 - Z333 - IRD-IT4-L61-CGL-01 CORRIDOR - OPT,IRD-IT4-L61-CGL-01
13,36,333,IRD-IT4-L61-SGA-02 GAS CUPBOARD,x02,OPT,L36 - D13 - Z333 - IRD-IT4-L61-SGA-02 GAS CUPBOARD - OPT,IRD-IT4-L61-SGA-02
14,36,333,IRD-IT4-L61-SIC-01 COMMS CUPBOARD,x02,OPT,L36 - D14 - Z333 - IRD-IT4-L61-SIC-01 COMMS CUPBOARD - OPT,IRD-IT4-L61-SIC-01
15,36,333,IRD-IT4-L61-SME-03 MECH CUPBOARD,x02,OPT,L36 - D15 - Z333 - IRD-IT4-L61-SME-03 MECH CUPBOARD - OPT,IRD-IT4-L61-SME-03
16,36,333,IRD-IT4-L61-CGL-01 CORRIDOR,x02,OPT,L36 - D16 - Z333 - IRD-IT4-L61-CGL-01 CORRIDOR - OPT,IRD-IT4-L61-CGL-01
17,36,334,IRD-IT4-L62-SFS-02 FIRE CUPBOARD,x02,OPT,L36 - D17 - Z334 - IRD-IT4-L62-SFS-02 FIRE CUPBOARD - OPT,IRD-IT4-L62-SFS-02
18,36,334,IRD-IT4-L62-CGL-01 CORRIDOR,x02,OPT,L36 - D18 - Z334 - IRD-IT4-L62-CGL-01 CORRIDOR - OPT,IRD-IT4-L62-CGL-01
19,36,334,IRD-IT4-L62-CGL-01 CORRIDOR,x02,OPT,L36 - D19 - Z334 - IRD-IT4-L62-CGL-01 CORRIDOR - OPT,IRD-IT4-L62-CGL-01
20,36,334,IRD-IT4-L62-SEL-01 ELEC CUPBOARD,x02,OPT,L36 - D20 - Z334 - IRD-IT4-L62-SEL-01 ELEC CUPBOARD - OPT,IRD-IT4-L62-SEL-01
21,36,334,IRD-IT4-L62-BTW-02 REFUSE ROOM,x02,OPT,L36 - D21 - Z334 - IRD-IT4-L62-BTW-02 REFUSE ROOM - OPT,IRD-IT4-L62-BTW-02
22,36,334,IRD-IT4-L62-CGL-01 CORRIDOR,x02,OPT,L36 - D22 - Z334 - IRD-IT4-L62-CGL-01 CORRIDOR - OPT,IRD-IT4-L62-CGL-01
23,36,334,IRD-IT4-L62-SEL-03 ELEC CUPBOARD,x02,OPT,L36 - D23 - Z334 - IRD-IT4-L62-SEL-03 ELEC CUPBOARD - OPT,IRD-IT4-L62-SEL-03
24,36,334,IRD-IT4-L62-CGL-01 CORRIDOR,x02,OPT,L36 - D24 - Z334 - IRD-IT4-L62-CGL-01 CORRIDOR - OPT,IRD-IT4-L62-CGL-01
25,36,334,IRD-IT4-L62-CGL-01 CORRIDOR,x02,OPT,L36 - D25 - Z334 - IRD-IT4-L62-CGL-01 CORRIDOR - OPT,IRD-IT4-L62-CGL-01
26,36,334,IRD-IT4-L62-CGL-01 CORRIDOR,x02,OPT,L36 - D26 - Z334 - IRD-IT4-L62-CGL-01 CORRIDOR - OPT,IRD-IT4-L62-CGL-01
27,36,334,IRD-IT4-L62-SGS-01 FUTURE,x02,OPT,L36 - D27 - Z334 - IRD-IT4-L62-SGS-01 FUTURE - OPT,IRD-IT4-L62-SGS-01
28,36,334,IRD-IT4-L62-CGL-01 CORRIDOR,x02,OPT,L36 - D28 - Z334 - IRD-IT4-L62-CGL-01 CORRIDOR - OPT,IRD-IT4-L62-CGL-01
29,36,334,IRD-IT4-L62-SGA-02 GAS CUPBOARD,x02,OPT,L36 - D29 - Z334 - IRD-IT4-L62-SGA-02 GAS CUPBOARD - OPT,IRD-IT4-L62-SGA-02
30,36,334,IRD-IT4-L62-SIC-01 COMMS CUPBOARD,x02,OPT,L36 - D30 - Z334 - IRD-IT4-L62-SIC-01 COMMS CUPBOARD - OPT,IRD-IT4-L62-SIC-01
31,36,334,IRD-IT4-L62-SME-03 MECH CUPBOARD,x02,OPT,L36 - D31 - Z334 - IRD-IT4-L62-SME-03 MECH CUPBOARD - OPT,IRD-IT4-L62-SME-03
32,36,334,IRD-IT4-L62-CGL-01 CORRIDOR,x02,OPT,L36 - D32 - Z334 - IRD-IT4-L62-CGL-01 CORRIDOR - OPT,IRD-IT4-L62-CGL-01
